CONTIG
TRINITY_DN14997_c0_g1_i1 - 0
TRINITY_DN20701_c0_g1_i1 - 0
TRINITY_DN22229_c0_g1_i1 - 0
TRINITY_DN24358_c0_g1_i1 - 0
TRINITY_DN28343_c0_g1_i1 - 0
TRINITY_DN32791_c0_g3_i1 - 0
TRINITY_DN33929_c0_g3_i1 - 0
TRINITY_DN34170_c0_g1_i1 - 0
TRINITY_DN34728_c1_g1_i1 - 0
TRINITY_DN35340_c2_g1_i1 - 0
TRINITY_DN35673_c1_g2_i2 - 0
TRINITY_DN35709_c0_g2_i1 - 0
TRINITY_DN35710_c0_g1_i1 - 0
TRINITY_DN36584_c0_g1_i1 - 0
TRINITY_DN36805_c1_g1_i1 - 0
TRINITY_DN37204_c0_g1_i1 - 0
TRINITY_DN37469_c0_g3_i1 - 0
TRINITY_DN37870_c0_g1_i1 - 0
TRINITY_DN38348_c0_g1_i1 - 0
TRINITY_DN38348_c0_g2_i1 - 0
TRINITY_DN38750_c0_g1_i1 - 0
TRINITY_DN39050_c0_g3_i1 - 0
TRINITY_DN39216_c0_g1_i1 - 0
TRINITY_DN40251_c0_g2_i1 - 0
TRINITY_DN40393_c0_g2_i1 - 0
TRINITY_DN40479_c0_g2_i1 - 0
TRINITY_DN4487_c0_g2_i1 - 0
TRINITY_DN58176_c0_g1_i1 - 0
